10:56:01,385 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - Generando los VO de Cliente
10:56:01,406 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - Generando los VO de Tipos de Cliente: 19 existentes
10:59:28,612 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Interfaz
10:59:28,613 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se aplica configuración indicada en el archivo de configuración
10:59:28,637 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Tablas BD
10:59:32,279 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - Consultando Operadores
10:59:53,441 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - Consultando Operadores
11:06:11,073 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Interfaz
11:06:11,073 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se aplica configuración indicada en el archivo de configuración
11:06:11,097 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Tablas BD
11:06:24,475 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - Generando los VO de Cliente
11:06:24,530 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - Generando los VO de Tipos de Cliente: 19 existentes
11:06:26,983 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - Generando los VO de Apartamento
11:06:26,997 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - Generando los VO de Tipos de Apartamento: 6 existentes
11:16:34,789 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Interfaz
11:16:34,789 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se aplica configuración indicada en el archivo de configuración
11:16:34,812 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Tablas BD
11:16:38,900 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - Consultando Hotels
11:16:38,970 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - [Hotel [nombre=Hotelity, calificacion=4.0, direccion=Calle 56 Y Numero 97 X 20], Hotel [nombre=CoreHotel, calificacion=3.0, direccion=Calle 1 I Numero 71 B 86], Hotel [nombre=Bedable, calificacion=2.0, direccion=Calle 67 K Numero 71 C 22], Hotel [nombre=Hotelity, calificacion=5.0, direccion=Calle 81 N Numero 22 H 20], Hotel [nombre=Hotelica, calificacion=3.0, direccion=Calle 3 H Numero 62 Y 05], Hotel [nombre=NoseDock, calificacion=1.0, direccion=Calle 31 U Numero 27 R 31], Hotel [nombre=Hotelfer, calificacion=3.0, direccion=Calle 83 B Numero 81 G 67], Hotel [nombre=SomHotel, calificacion=5.0, direccion=Calle 23 I Numero 66 U 74], Hotel [nombre=NoseStart, calificacion=0.0, direccion=Calle 91 Q Numero 96 I 87], Hotel [nombre=HotelArt, calificacion=1.0, direccion=Calle 85 G Numero 03 K 46]]
11:21:50,424 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Interfaz
11:21:50,425 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se aplica configuración indicada en el archivo de configuración
11:21:50,444 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Tablas BD
11:21:56,392 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - Consultando Hotels
11:21:56,457 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - [Hotel [nombre=Hotelity, calificacion=4.0, direccion=Calle 56 Y Numero 97 X 20], Hotel [nombre=CoreHotel, calificacion=3.0, direccion=Calle 1 I Numero 71 B 86], Hotel [nombre=Bedable, calificacion=2.0, direccion=Calle 67 K Numero 71 C 22], Hotel [nombre=Hotelity, calificacion=5.0, direccion=Calle 81 N Numero 22 H 20], Hotel [nombre=Hotelica, calificacion=3.0, direccion=Calle 3 H Numero 62 Y 05], Hotel [nombre=NoseDock, calificacion=1.0, direccion=Calle 31 U Numero 27 R 31], Hotel [nombre=Hotelfer, calificacion=3.0, direccion=Calle 83 B Numero 81 G 67], Hotel [nombre=SomHotel, calificacion=5.0, direccion=Calle 23 I Numero 66 U 74], Hotel [nombre=NoseStart, calificacion=0.0, direccion=Calle 91 Q Numero 96 I 87], Hotel [nombre=HotelArt, calificacion=1.0, direccion=Calle 85 G Numero 03 K 46]]
11:23:28,586 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Interfaz
11:23:28,586 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se aplica configuración indicada en el archivo de configuración
11:23:28,616 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Tablas BD
11:23:33,078 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - Consultando Hotels
11:23:33,139 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - [Hotel [nombre=Hotelity, calificacion=4.0, direccion=Calle 56 Y Numero 97 X 20], Hotel [nombre=CoreHotel, calificacion=3.0, direccion=Calle 1 I Numero 71 B 86], Hotel [nombre=Bedable, calificacion=2.0, direccion=Calle 67 K Numero 71 C 22], Hotel [nombre=Hotelity, calificacion=5.0, direccion=Calle 81 N Numero 22 H 20], Hotel [nombre=Hotelica, calificacion=3.0, direccion=Calle 3 H Numero 62 Y 05], Hotel [nombre=NoseDock, calificacion=1.0, direccion=Calle 31 U Numero 27 R 31], Hotel [nombre=Hotelfer, calificacion=3.0, direccion=Calle 83 B Numero 81 G 67], Hotel [nombre=SomHotel, calificacion=5.0, direccion=Calle 23 I Numero 66 U 74], Hotel [nombre=NoseStart, calificacion=0.0, direccion=Calle 91 Q Numero 96 I 87], Hotel [nombre=HotelArt, calificacion=1.0, direccion=Calle 85 G Numero 03 K 46]]
11:24:37,705 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Interfaz
11:24:37,705 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se aplica configuración indicada en el archivo de configuración
11:24:37,734 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Tablas BD
11:24:56,755 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - Consultando Hotel
11:24:56,836 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - [Hotel [nombre=Hotelity, calificacion=4.0, direccion=Calle 56 Y Numero 97 X 20], Hotel [nombre=Hotelity, calificacion=5.0, direccion=Calle 81 N Numero 22 H 20]]
11:25:58,595 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Interfaz
11:25:58,597 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se aplica configuración indicada en el archivo de configuración
11:25:58,645 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Tablas BD
11:26:12,924 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - Consultando Hotels
11:26:12,993 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - [Hotel [nombre=Hotelity, calificacion=4.0, direccion=Calle 56 Y Numero 97 X 20], Hotel [nombre=CoreHotel, calificacion=3.0, direccion=Calle 1 I Numero 71 B 86], Hotel [nombre=Bedable, calificacion=2.0, direccion=Calle 67 K Numero 71 C 22], Hotel [nombre=Hotelity, calificacion=5.0, direccion=Calle 81 N Numero 22 H 20], Hotel [nombre=Hotelica, calificacion=3.0, direccion=Calle 3 H Numero 62 Y 05], Hotel [nombre=NoseDock, calificacion=1.0, direccion=Calle 31 U Numero 27 R 31], Hotel [nombre=Hotelfer, calificacion=3.0, direccion=Calle 83 B Numero 81 G 67], Hotel [nombre=SomHotel, calificacion=5.0, direccion=Calle 23 I Numero 66 U 74], Hotel [nombre=NoseStart, calificacion=0.0, direccion=Calle 91 Q Numero 96 I 87], Hotel [nombre=HotelArt, calificacion=1.0, direccion=Calle 85 G Numero 03 K 46]]
11:26:27,924 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - Consultando Hotels
11:26:27,949 (AWT-EventQueue-0) INFO  [uniandes.isis2304.alohandes.negocio.AlohAndes] - Hotel [nombre=Hotelity, calificacion=4.0, direccion=Calle 56 Y Numero 97 X 20]
11:59:43,268 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Interfaz
11:59:43,268 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se aplica configuración indicada en el archivo de configuración
11:59:43,292 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Tablas BD
12:13:36,476 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Interfaz
12:13:36,476 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se aplica configuración indicada en el archivo de configuración
12:13:36,503 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Tablas BD
12:14:26,068 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Interfaz
12:14:26,069 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se aplica configuración indicada en el archivo de configuración
12:14:26,093 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Tablas BD
12:14:42,688 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Interfaz
12:14:42,689 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se aplica configuración indicada en el archivo de configuración
12:14:42,718 (main) INFO  [uniandes.isis2304.alohandes.interfazApp.InterfazAlohAndesApp] - Se encontró un archivo de configuración válido: Tablas BD
